Gage_Name, Gage_No, Threshold_cfs, Oct_ExtWet, Nov_ExtWet, Dec_ExtWet, Jan_ExtWet, Feb_ExtWet, Mar_ExtWet, Apr_ExtWet, May_ExtWet, Jun_ExtWet, Jul_ExtWet, Aug_ExtWet, Sep_ExtWet,Oct_Wet, Nov_Wet, Dec_Wet, Jan_Wet, Feb_Wet, Mar_Wet, Apr_Wet, May_Wet, Jun_Wet, Jul_Wet, Aug_Wet, Sep_Wet,Oct_AboveNorm, Nov_AboveNorm, Dec_AboveNorm, Jan_AboveNorm, Feb_AboveNorm, Mar_AboveNorm, Apr_AboveNorm, May_AboveNorm, Jun_AboveNorm, Jul_AboveNorm, Aug_AboveNorm, Sep_AboveNorm,Oct_Norm, Nov_Norm, Dec_Norm, Jan_Norm, Feb_Norm, Mar_Norm, Apr_Norm, May_Norm, Jun_Norm, Jul_Norm, Aug_Norm, Sep_Norm,Oct_BelowNorm, Nov_BelowNorm, Dec_BelowNorm, Jan_BelowNorm, Feb_BelowNorm, Mar_BelowNorm, Apr_BelowNorm, May_BelowNorm, Jun_BelowNorm, Jul_BelowNorm, Aug_BelowNorm, Sep_BelowNorm,Oct_Dry, Nov_Dry, Dec_Dry, Jan_Dry, Feb_Dry, Mar_Dry, Apr_Dry, May_Dry, Jun_Dry, Jul_Dry, Aug_Dry, Sep_Dry,Oct_CritDry, Nov_CritDry, Dec_CritDry, Jan_CritDry, Feb_CritDry, Mar_CritDry, Apr_CritDry, May_CritDry, Jun_CritDry, Jul_CritDry, Aug_CritDry, Sep_CritDry,
RM_23_0,57,20,0.00, 2.00, 15.50, 29.50, 28.00, 31.00, 30.00, 31.00, 30.00, 3.00, 0.00, 0.00, 0.80, 2.60, 14.40, 29.00, 28.20, 31.00, 30.00, 29.40, 16.60, 0.00, 0.00, 0.00, 3.00, 2.67, 13.67, 21.33, 28.33, 31.00, 25.00, 20.67, 10.33, 0.00, 0.00, 0.00, 0.50, 2.67, 5.33, 21.17, 28.00, 31.00, 30.00, 23.50, 2.50, 0.00, 0.00, 0.00, 0.00, 3.50, 19.00, 31.00, 28.50, 31.00, 30.00, 12.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 12.20, 15.00, 21.20, 27.60, 26.60, 13.80, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 13.00, 16.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_24_0,58,20,0.00, 1.00, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 4.50, 0.00, 0.00, 0.00, 1.00, 9.80, 28.40, 28.20, 31.00, 30.00, 31.00, 18.20, 0.00, 0.00, 0.00, 1.33, 0.00, 14.00, 20.00, 28.33, 31.00, 28.00, 20.67, 9.67, 0.00, 0.00, 0.00, 0.00, 1.50, 3.33, 20.00, 27.50, 31.00, 30.00, 23.67, 3.33, 0.00, 0.00, 0.00, 0.00, 0.00, 16.00, 31.00, 28.50, 31.00, 30.00, 10.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 9.80, 13.40, 19.00, 27.60, 28.20, 13.20, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 7.00, 13.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_24_5,59,20,0.00, 1.00, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 4.50, 0.00, 0.00, 0.00, 1.00, 9.60, 28.20, 28.20, 31.00, 30.00, 31.00, 18.00, 0.00, 0.00, 0.00, 1.33, 0.00, 14.00, 20.00, 28.33, 31.00, 28.00, 20.67, 9.67, 0.00, 0.00, 0.00, 0.00, 1.50, 3.33, 20.00, 27.50, 31.00, 30.00, 23.67, 3.33, 0.00, 0.00, 0.00, 0.00, 0.00, 16.00, 31.00, 28.50, 31.00, 30.00, 10.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 9.80, 13.40, 19.00, 27.60, 28.20, 13.20, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 7.00, 12.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_2_0,20,20,3.50, 14.50, 26.00, 30.50, 28.00, 31.00, 30.00, 31.00, 30.00, 8.50, 0.00, 0.00, 2.80, 5.60, 22.00, 30.40, 28.20, 31.00, 30.00, 31.00, 21.20, 0.40, 0.00, 0.00, 6.33, 8.67, 17.00, 25.00, 28.33, 31.00, 27.67, 20.67, 14.00, 0.00, 0.00, 0.00, 2.83, 9.00, 12.67, 23.67, 27.67, 31.00, 30.00, 24.67, 3.83, 0.00, 0.00, 0.00, 0.00, 9.00, 26.00, 31.00, 28.50, 31.00, 30.00, 15.00, 0.00, 0.00, 0.00, 0.00, 2.80, 5.80, 20.20, 18.00, 26.00, 29.00, 28.20, 14.60, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 19.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_2_5,21,20,3.50, 14.50, 26.00, 30.50, 28.00, 31.00, 30.00, 31.00, 30.00, 9.00, 0.00, 0.00, 2.80, 5.80, 22.00, 30.40, 28.20, 31.00, 30.00, 31.00, 21.80, 0.40, 0.00, 0.00, 6.33, 8.67, 17.33, 25.00, 28.33, 31.00, 27.67, 20.67, 14.00, 0.00, 0.00, 0.00, 3.00, 9.00, 12.50, 23.83, 27.83, 31.00, 30.00, 24.83, 4.00, 0.00, 0.00, 0.00, 0.00, 9.00, 26.00, 31.00, 28.50, 31.00, 30.00, 15.00, 0.00, 0.00, 0.00, 0.00, 2.80, 5.80, 20.20, 19.00, 26.00, 29.00, 28.20, 14.60, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 19.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_3_5,22,20,3.50, 15.00, 27.00, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 9.50, 0.00, 0.00, 2.80, 6.20, 22.40, 30.40, 28.20, 31.00, 30.00, 31.00, 22.80, 0.40, 0.00, 0.00, 6.33, 8.67, 18.00, 25.33, 28.33, 31.00, 28.00, 20.67, 14.33, 0.00, 0.00, 0.00, 3.17, 9.17, 13.17, 24.17, 28.33, 31.00, 30.00, 25.50, 5.00, 0.00, 0.00, 0.00, 0.00, 10.50, 26.00, 31.00, 28.50, 31.00, 30.00, 16.00, 0.00, 0.00, 0.00, 0.00, 3.00, 6.40, 20.40, 19.60, 26.00, 29.20, 28.60, 15.20, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 4.00, 19.00, 16.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_4_0,23,20,3.50, 16.00, 27.00, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 9.50, 0.00, 0.00, 2.80, 6.20, 22.40, 30.40, 28.20, 31.00, 30.00, 31.00, 22.80, 0.40, 0.00, 0.00, 6.33, 8.67, 18.33, 25.33, 28.33, 31.00, 28.00, 20.67, 14.33, 0.00, 0.00, 0.00, 2.83, 9.50, 13.67, 24.17, 28.33, 31.00, 30.00, 25.67, 5.17, 0.00, 0.00, 0.00, 0.00, 10.50, 26.00, 31.00, 28.50, 31.00, 30.00, 16.50, 0.00, 0.00, 0.00, 0.00, 2.80, 6.20, 20.60, 19.20, 26.00, 29.20, 28.60, 15.40, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 5.00, 19.00, 16.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_4_5,24,20,3.50, 16.50, 26.00, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 9.50, 0.00, 0.00, 2.80, 6.00, 22.40, 30.40, 28.20, 31.00, 30.00, 31.00, 22.40, 0.40, 0.00, 0.00, 6.33, 8.33, 18.33, 25.33, 28.33, 31.00, 28.00, 20.67, 14.33, 0.00, 0.00, 0.00, 3.00, 9.33, 13.67, 24.00, 28.33, 31.00, 30.00, 25.67, 5.17, 0.00, 0.00, 0.00, 0.00, 10.50, 26.00, 31.00, 28.50, 31.00, 30.00, 16.50, 0.00, 0.00, 0.00, 0.00, 2.80, 6.20, 20.60, 19.00, 26.00, 29.20, 28.60, 15.40, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 5.00, 19.00, 16.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_5_0,26,20,3.00, 16.00, 26.50, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 9.50, 0.00, 0.00, 2.80, 5.60, 22.00, 30.20, 28.20, 31.00, 30.00, 31.00, 22.20, 0.40, 0.00, 0.00, 6.33, 8.33, 18.00, 25.33, 28.33, 31.00, 28.00, 20.67, 14.33, 0.00, 0.00, 0.00, 3.00, 9.00, 13.17, 24.00, 28.33, 31.00, 30.00, 25.50, 5.17, 0.00, 0.00, 0.00, 0.00, 11.00, 26.00, 31.00, 28.50, 31.00, 30.00, 16.00, 0.00, 0.00, 0.00, 0.00, 2.80, 6.20, 20.60, 19.00, 26.00, 29.00, 28.60, 15.40, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 5.00, 19.00, 16.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_5_5,25,20,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_6_0,27,20,3.50, 18.50, 29.00, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 11.50, 0.00, 0.00, 2.80, 7.00, 24.80, 30.20, 28.20, 31.00, 30.00, 31.00, 23.80, 1.00, 0.00, 0.00, 6.67, 9.67, 18.00, 25.67, 28.33, 31.00, 28.33, 20.67, 15.33, 0.00, 0.00, 0.00, 3.83, 10.33, 15.83, 26.17, 28.33, 31.00, 30.00, 26.83, 7.00, 0.00, 0.00, 0.00, 0.00, 13.50, 29.50, 31.00, 28.50, 31.00, 30.00, 20.50, 0.00, 0.00, 0.00, 0.00, 3.00, 9.00, 23.00, 21.00, 26.40, 30.60, 29.40, 17.20, 0.40, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 11.00, 21.00, 20.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_6_5,28,20,3.00, 19.00, 29.00, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 11.50, 0.00, 0.00, 2.80, 7.00, 25.00, 30.20, 28.20, 31.00, 30.00, 31.00, 23.80, 1.00, 0.00, 0.00, 6.67, 10.00, 18.00, 25.67, 28.33, 31.00, 28.33, 20.67, 15.67, 0.00, 0.00, 0.00, 3.83, 10.50, 16.00, 26.33, 28.33, 31.00, 30.00, 27.00, 7.00, 0.00, 0.00, 0.00, 0.00, 13.50, 29.50, 31.00, 28.50, 31.00, 30.00, 20.50, 0.00, 0.00, 0.00, 0.00, 3.00, 9.60, 23.20, 21.00, 26.40, 30.60, 29.40, 17.20, 0.60, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 11.00, 21.00, 21.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_7_0,29,20,3.00, 19.00, 29.00, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 11.50, 0.00, 0.00, 2.80, 7.00, 25.00, 30.20, 28.20, 31.00, 30.00, 31.00, 24.40, 1.00, 0.00, 0.00, 6.67, 10.00, 18.00, 25.67, 28.33, 31.00, 28.33, 20.67, 16.00, 0.00, 0.00, 0.00, 3.83, 10.67, 15.83, 26.67, 28.33, 31.00, 30.00, 27.00, 7.17, 0.00, 0.00, 0.00, 0.00, 13.50, 29.50, 31.00, 28.50, 31.00, 30.00, 21.00, 0.00, 0.00, 0.00, 0.00, 3.00, 9.80, 23.20, 21.40, 26.60, 30.60, 29.40, 17.40, 0.80, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 11.00, 21.00, 22.00, 1.00, 0.00, 0.00, 0.00, 0.00, 
RM_7_5,32,20,3.00, 19.50, 30.00, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 12.00, 0.00, 0.00, 2.80, 7.00, 25.20, 30.20, 28.20, 31.00, 30.00, 31.00, 24.40, 1.20, 0.00, 0.00, 6.67, 10.33, 18.00, 25.67, 28.33, 31.00, 28.67, 20.67, 16.00, 0.00, 0.00, 0.00, 3.67, 10.83, 16.50, 27.33, 28.33, 31.00, 30.00, 27.17, 7.67, 0.00, 0.00, 0.00, 0.00, 14.00, 30.00, 31.00, 28.50, 31.00, 30.00, 22.00, 0.00, 0.00, 0.00, 0.00, 3.20, 10.80, 23.40, 21.80, 27.40, 30.80, 29.60, 17.80, 1.20, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 11.00, 21.00, 23.00, 1.00, 0.00, 0.00, 0.00, 0.00, 
RM_8_0,31,20,3.00, 19.50, 30.50, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 12.00, 0.00, 0.00, 2.80, 7.00, 25.20, 30.40, 28.20, 31.00, 30.00, 31.00, 24.40, 1.20, 0.00, 0.00, 6.67, 10.33, 18.00, 25.67, 28.33, 31.00, 28.67, 20.67, 16.00, 0.00, 0.00, 0.00, 3.67, 10.83, 16.67, 27.50, 28.33, 31.00, 30.00, 27.17, 7.67, 0.00, 0.00, 0.00, 0.00, 14.00, 30.00, 31.00, 28.50, 31.00, 30.00, 22.00, 0.00, 0.00, 0.00, 0.00, 3.20, 10.60, 23.40, 22.00, 27.40, 30.80, 29.60, 17.80, 1.40, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 11.00, 21.00, 23.00, 1.00, 0.00, 0.00, 0.00, 0.00, 
RM_8_5,30,20,3.00, 19.50, 30.50, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 12.00, 0.00, 0.00, 2.80, 7.00, 25.20, 30.20, 28.20, 31.00, 30.00, 31.00, 24.40, 1.20, 0.00, 0.00, 6.67, 10.33, 18.00, 25.67, 28.33, 31.00, 28.67, 20.67, 16.00, 0.00, 0.00, 0.00, 3.67, 10.83, 16.50, 27.50, 28.33, 31.00, 30.00, 27.17, 7.67, 0.00, 0.00, 0.00, 0.00, 14.00, 30.00, 31.00, 28.50, 31.00, 30.00, 22.00, 0.00, 0.00, 0.00, 0.00, 3.20, 10.60, 23.40, 21.80, 27.40, 30.80, 29.60, 17.80, 1.40, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 11.00, 21.00, 23.00, 1.00, 0.00, 0.00, 0.00, 0.00, 
RM_9_0,33,20,3.00, 19.50, 31.00, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 12.00, 0.00, 0.00, 2.80, 7.00, 25.00, 30.20, 28.20, 31.00, 30.00, 31.00, 24.40, 1.00, 0.00, 0.00, 6.67, 10.00, 18.00, 25.67, 28.33, 31.00, 28.67, 20.67, 16.00, 0.00, 0.00, 0.00, 3.50, 10.83, 16.33, 27.33, 28.33, 31.00, 30.00, 27.17, 7.50, 0.00, 0.00, 0.00, 0.00, 13.50, 30.00, 31.00, 28.50, 31.00, 30.00, 21.00, 0.00, 0.00, 0.00, 0.00, 3.20, 10.20, 23.20, 22.00, 27.40, 30.60, 29.60, 17.80, 1.20, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 11.00, 21.00, 23.00, 1.00, 0.00, 0.00, 0.00, 0.00, 
RM_9_5,34,20,3.00, 19.50, 31.00, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 12.00, 0.00, 0.00, 2.80, 6.80, 25.00, 30.20, 28.20, 31.00, 30.00, 31.00, 24.20, 1.00, 0.00, 0.00, 6.67, 10.00, 17.67, 25.67, 28.33, 31.00, 28.67, 20.67, 16.00, 0.00, 0.00, 0.00, 3.50, 10.83, 15.83, 27.17, 28.33, 31.00, 30.00, 27.00, 7.33, 0.00, 0.00, 0.00, 0.00, 13.50, 30.50, 31.00, 28.50, 31.00, 30.00, 20.50, 0.00, 0.00, 0.00, 0.00, 3.00, 10.00, 23.20, 21.80, 27.20, 30.60, 29.60, 17.40, 1.20, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 11.00, 21.00, 23.00, 1.00, 0.00, 0.00, 0.00, 0.00, 
RR,11,20,2.00, 15.50, 24.00, 30.50, 28.00, 31.00, 30.00, 31.00, 30.00, 10.00, 0.00, 0.00, 2.80, 4.60, 22.00, 29.60, 28.20, 31.00, 30.00, 31.00, 22.40, 0.40, 0.00, 0.00, 6.33, 6.33, 16.67, 25.33, 28.33, 31.00, 27.67, 20.67, 14.67, 0.00, 0.00, 0.00, 2.50, 7.33, 12.67, 23.83, 28.33, 31.00, 30.00, 26.33, 5.83, 0.00, 0.00, 0.00, 0.00, 10.50, 28.50, 31.00, 28.50, 31.00, 30.00, 16.50, 0.00, 0.00, 0.00, 0.00, 2.20, 7.60, 18.60, 18.60, 25.20, 29.60, 28.80, 16.80, 0.60, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 7.00, 18.00, 21.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
SH,13,20,1.50, 10.50, 21.00, 29.50, 28.00, 31.00, 30.00, 31.00, 30.00, 9.00, 0.00, 0.00, 2.80, 3.60, 19.40, 29.40, 28.20, 31.00, 30.00, 31.00, 22.20, 0.60, 0.00, 0.00, 5.00, 5.67, 16.00, 25.33, 28.33, 31.00, 27.33, 20.67, 14.00, 0.00, 0.00, 0.00, 2.17, 6.17, 10.83, 22.83, 28.33, 31.00, 30.00, 26.33, 6.00, 0.00, 0.00, 0.00, 0.00, 9.00, 27.50, 31.00, 28.50, 31.00, 30.00, 17.50, 0.00, 0.00, 0.00, 0.00, 2.00, 6.20, 17.40, 17.80, 24.60, 29.60, 28.80, 16.60, 0.80, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 6.00, 17.00, 21.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
SW,60,20,0.00, 1.00, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 3.50, 0.00, 0.00, 0.00, 0.80, 9.20, 28.20, 28.20, 31.00, 30.00, 30.80, 17.40, 0.00, 0.00, 0.00, 1.00, 0.00, 13.33, 19.67, 28.33, 31.00, 27.67, 20.67, 9.00, 0.00, 0.00, 0.00, 0.00, 1.50, 3.33, 19.50, 27.50, 31.00, 30.00, 23.17, 2.83, 0.00, 0.00, 0.00, 0.00, 0.00, 16.00, 31.00, 28.50, 31.00, 30.00, 10.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 9.80, 13.20, 18.60, 27.60, 27.60, 12.80, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 6.00, 12.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
TU,12,20,0.00, 2.00, 3.50, 9.50, 12.50, 10.00, 2.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.80, 6.00, 3.40, 2.80, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.33, 0.00, 2.00, 5.00, 1.67, 0.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.33, 1.83, 2.00, 3.00, 0.83, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.50, 4.50, 1.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 2.80, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
