Gage, Year, Month, Average Simulated (cfs), Standard Deviation Simulated (cfs), Average Measured (cfs), Standard Deviation Measured (cfs), count, r2
NC,1995,     5,634.48,859.37,365.00,527.74,    31,0.40733
NC,1995,     6,302.23, 60.97,157.93, 57.43,    30,-0.065488
NC,1995,     7,130.56, 57.53, 52.32, 27.44,    31,0.97497
NC,1995,     8, 25.55, 12.19,  8.06,  6.00,    31,0.96919
NC,1995,     9,  2.09,  2.19,  0.21,  0.40,    30,0.78489
NC,1996,    10,  0.00,  0.00,  0.00,  0.00,    31,
NC,1996,    11,  0.00,  0.00,  0.00,  0.00,    30,
NC,1996,    12,  0.00,  0.00,  0.00,  0.00,    31,
NC,1996,     1, 12.63, 13.08,  0.00,  0.00,    31,
NC,1996,     2,  8.76,  5.74,  0.00,  0.00,    29,
NC,1996,     3, 24.80, 61.17,  0.00,  0.00,    31,
NC,1996,     4,166.16, 71.20,  0.00,  0.00,    30,
NC,1996,     5,645.01,854.01,369.65,525.04,    31,0.40031
NC,1996,     6,297.02, 60.69,156.67, 58.16,    30,-0.016813
NC,1996,     7,124.70, 56.88, 49.39, 26.35,    31,0.97542
NC,1996,     8, 24.36, 12.24,  7.61,  5.98,    31,0.96725
NC,1996,     9,  1.89,  2.09,  0.17,  0.36,    30,0.75386
NC,1997,    10,  0.00,  0.00,  0.00,  0.00,    31,
NC,1997,    11,  0.00,  0.00,  0.00,  0.00,    30,
NC,1997,    12,  0.00,  0.00,  0.00,  0.00,    31,
NC,1997,     1, 12.63, 13.08,  0.00,  0.00,    31,
NC,1997,     2,  8.87,  5.82,  0.00,  0.00,    28,
NC,1997,     3, 17.86, 49.17,  0.00,  0.00,    31,
NC,1997,     4,171.72, 68.65,  0.00,  0.00,    30,
NC,1997,     5,634.48,859.37,365.00,527.74,    31,0.40733
NC,1997,     6,302.23, 60.97,157.93, 57.43,    30,-0.065488
NC,1997,     7,130.56, 57.53, 52.32, 27.44,    31,0.97497
NC,1997,     8, 25.55, 12.19,  8.06,  6.00,    31,0.96919
NC,1997,     9,  2.09,  2.19,  0.21,  0.40,    30,0.78489
NC,1998,    10,  0.00,  0.00,  0.00,  0.00,    31,
NC,1998,    11,  0.00,  0.00,  0.00,  0.00,    30,
NC,1998,    12,  0.00,  0.00,  0.00,  0.00,    31,
NC,1998,     1, 12.63, 13.08,  0.00,  0.00,    31,
NC,1998,     2,  8.87,  5.82,  0.00,  0.00,    28,
NC,1998,     3, 17.86, 49.17,  0.00,  0.00,    31,
NC,1998,     4,171.72, 68.65,  0.00,  0.00,    30,
NC,1998,     5,634.48,859.37,365.00,527.74,    31,0.40733
NC,1998,     6,302.23, 60.97,157.93, 57.43,    30,-0.065488
NC,1998,     7,130.56, 57.53, 52.32, 27.44,    31,0.97497
NC,1998,     8, 25.55, 12.19,  8.06,  6.00,    31,0.96919
NC,1998,     9,  2.09,  2.19,  0.21,  0.40,    30,0.78489
NC,1999,    10,  0.00,  0.00,  0.00,  0.00,    31,
NC,1999,    11,  0.00,  0.00,  0.00,  0.00,    30,
NC,1999,    12,  0.00,  0.00,  0.00,  0.00,    31,
NC,1999,     1, 12.63, 13.08,  0.00,  0.00,    31,
NC,1999,     2,  8.87,  5.82,  0.00,  0.00,    28,
NC,1999,     3, 17.86, 49.17,  0.00,  0.00,    31,
NC,1999,     4,171.72, 68.65,  0.00,  0.00,    30,
NC,1999,     5,634.48,859.37,365.00,527.74,    31,0.40733
NC,1999,     6,302.23, 60.97,157.93, 57.43,    30,-0.065488
NC,1999,     7,130.56, 57.53, 52.32, 27.44,    31,0.97497
NC,1999,     8, 25.55, 12.19,  8.06,  6.00,    31,0.96919
NC,1999,     9,  2.09,  2.19,  0.21,  0.40,    30,0.78489
NC,2000,    10,  0.00,  0.00,  0.00,  0.00,    31,
NC,2000,    11,  0.00,  0.00,  0.00,  0.00,    30,
NC,2000,    12,  0.00,  0.00,  0.00,  0.00,    31,
NC,2000,     1, 12.63, 13.08,  0.00,  0.00,    31,
NC,2000,     2,  8.76,  5.74,  0.00,  0.00,    29,
NC,2000,     3, 24.80, 61.17,  0.00,  0.00,    31,
NC,2000,     4,166.16, 71.20,  0.00,  0.00,    30,
NC,2000,     5,645.01,854.01,369.65,525.04,    31,0.40031
NC,2000,     6,297.02, 60.69,156.67, 58.16,    30,-0.016813
NC,2000,     7,124.70, 56.88, 49.39, 26.35,    31,0.97542
NC,2000,     8, 24.36, 12.24,  7.61,  5.98,    31,0.96725
NC,2000,     9,  1.89,  2.09,  0.17,  0.36,    30,0.75386
NC,2001,    10,  0.00,  0.00,  0.00,  0.00,    31,
NC,2001,    11,  0.00,  0.00,  0.00,  0.00,    30,
NC,2001,    12,  0.00,  0.00,  0.00,  0.00,    31,
NC,2001,     1, 12.63, 13.08,  0.00,  0.00,    31,
NC,2001,     2,  8.87,  5.82,  0.00,  0.00,    28,
NC,2001,     3, 17.86, 49.17,  0.00,  0.00,    31,
NC,2001,     4,171.72, 68.65,  0.00,  0.00,    30,
NC,2001,     5,634.48,859.37,365.00,527.74,    31,0.40733
NC,2001,     6,302.23, 60.97,157.93, 57.43,    30,-0.065488
NC,2001,     7,130.56, 57.53, 52.32, 27.44,    31,0.97497
NC,2001,     8, 25.55, 12.19,  8.06,  6.00,    31,0.96919
NC,2001,     9,  2.09,  2.19,  0.21,  0.40,    30,0.78489
NC,2002,    10,  0.00,  0.00,  0.00,  0.00,    31,
NC,2002,    11,  0.00,  0.00,  0.00,  0.00,    30,
NC,2002,    12,  0.00,  0.00,  0.00,  0.00,    31,
NC,2002,     1, 12.63, 13.08,  0.00,  0.00,    31,
NC,2002,     2,  8.87,  5.82,  0.00,  0.00,    28,
NC,2002,     3, 17.86, 49.17,  0.00,  0.00,    31,
NC,2002,     4,171.72, 68.65,  0.00,  0.00,    30,
NC,2002,     5,634.48,859.37,365.00,527.74,    31,0.40733
NC,2002,     6,302.23, 60.97,157.93, 57.43,    30,-0.065488
NC,2002,     7,130.56, 57.53, 52.32, 27.44,    31,0.97497
NC,2002,     8, 25.55, 12.19,  8.06,  6.00,    31,0.96919
NC,2002,     9,  2.09,  2.19,  0.21,  0.40,    30,0.78489
NC,2003,    10,  0.00,  0.00,  0.00,  0.00,    31,
NC,2003,    11,  0.00,  0.00,  0.00,  0.00,    30,
NC,2003,    12,  0.00,  0.00,  0.00,  0.00,    31,
NC,2003,     1, 12.63, 13.08,  0.00,  0.00,    31,
NC,2003,     2,  8.87,  5.82,  0.00,  0.00,    28,
NC,2003,     3, 17.86, 49.17,  0.00,  0.00,    31,
NC,2003,     4,171.72, 68.65,  0.00,  0.00,    30,
NC,2003,     5,634.48,859.37,365.00,527.74,    31,0.40733
NC,2003,     6,302.23, 60.97,157.93, 57.43,    30,-0.065488
NC,2003,     7,130.56, 57.53, 52.32, 27.44,    31,0.97497
NC,2003,     8, 25.55, 12.19,  8.06,  6.00,    31,0.96919
NC,2003,     9,  2.09,  2.19,  0.21,  0.40,    30,0.78489
NC,2004,    10,  0.00,  0.00,  0.00,  0.00,    31,
NC,2004,    11,  0.00,  0.00,  0.00,  0.00,    30,
NC,2004,    12,  0.00,  0.00,  0.00,  0.00,    31,
NC,2004,     1, 12.63, 13.08,  0.00,  0.00,    31,
NC,2004,     2,  8.76,  5.74,  0.00,  0.00,    29,
NC,2004,     3, 24.80, 61.17,  0.00,  0.00,    31,
NC,2004,     4,166.16, 71.20,  0.00,  0.00,    30,
NC,2004,     5,645.01,854.01,369.65,525.04,    31,0.40031
NC,2004,     6,297.02, 60.69,156.67, 58.16,    30,-0.016813
NC,2004,     7,124.70, 56.88, 49.39, 26.35,    31,0.97542
NC,2004,     8, 24.36, 12.24,  7.61,  5.98,    31,0.96725
NC,2004,     9,  1.89,  2.09,  0.17,  0.36,    30,0.75386
NC,2005,    10,  0.00,  0.00,  0.00,  0.00,    31,
NC,2005,    11,  0.00,  0.00,  0.00,  0.00,    30,
NC,2005,    12,  0.00,  0.00,  0.00,  0.00,    31,
NC,2005,     1, 12.63, 13.08,  0.00,  0.00,    31,
NC,2005,     2,  8.87,  5.82,  0.00,  0.00,    28,
NC,2005,     3, 17.86, 49.17,  0.00,  0.00,    31,
NC,2005,     4,171.72, 68.65,  0.00,  0.00,    30,
NC,2005,     5,634.48,859.37,365.00,527.74,    31,0.40733
NC,2005,     6,302.23, 60.97,157.93, 57.43,    30,-0.065488
NC,2005,     7,130.56, 57.53, 52.32, 27.44,    31,0.97497
NC,2005,     8, 25.55, 12.19,  8.06,  6.00,    31,0.96919
NC,2005,     9,  2.09,  2.19,  0.21,  0.40,    30,0.78489
NC,2006,    10,  0.00,  0.00,  0.00,  0.00,    31,
NC,2006,    11,  0.00,  0.00,  0.00,  0.00,    30,
NC,2006,    12,  0.00,  0.00,  0.00,  0.00,    31,
NC,2006,     1, 12.63, 13.08,  0.00,  0.00,    31,
NC,2006,     2,  8.87,  5.82,  0.00,  0.00,    28,
NC,2006,     3, 17.86, 49.17,  0.00,  0.00,    31,
NC,2006,     4,171.72, 68.65,  0.00,  0.00,    30,
NC,2006,     5,634.48,859.37,365.00,527.74,    31,0.40733
NC,2006,     6,302.23, 60.97,157.93, 57.43,    30,-0.065488
NC,2006,     7,130.56, 57.53, 52.32, 27.44,    31,0.97497
NC,2006,     8, 25.55, 12.19,  8.06,  6.00,    31,0.96919
NC,2006,     9,  2.09,  2.19,  0.21,  0.40,    30,0.78489
NC,2007,    10,  0.00,  0.00,  0.00,  0.00,    31,
NC,2007,    11,  0.00,  0.00,  0.00,  0.00,    30,
NC,2007,    12,  0.00,  0.00,  0.00,  0.00,    31,
NC,2007,     1, 12.63, 13.08,  0.00,  0.00,    31,
NC,2007,     2,  8.87,  5.82,  0.00,  0.00,    28,
NC,2007,     3, 17.86, 49.17,  0.00,  0.00,    31,
NC,2007,     4,171.72, 68.65,  0.00,  0.00,    30,
NC,2007,     5,634.48,859.37,365.00,527.74,    31,0.40733
NC,2007,     6,302.23, 60.97,157.93, 57.43,    30,-0.065488
NC,2007,     7,130.56, 57.53, 52.32, 27.44,    31,0.97497
NC,2007,     8, 25.55, 12.19,  8.06,  6.00,    31,0.96919
NC,2007,     9,  2.09,  2.19,  0.21,  0.40,    30,0.78489
NC,2008,    10,  0.00,  0.00,  0.00,  0.00,    31,
NC,2008,    11,  0.00,  0.00,  0.00,  0.00,    30,
NC,2008,    12,  0.00,  0.00,  0.00,  0.00,    31,
NC,2008,     1, 12.63, 13.08,  0.00,  0.00,    31,
NC,2008,     2,  8.76,  5.74,  0.00,  0.00,    29,
NC,2008,     3, 24.80, 61.17,  0.00,  0.00,    31,
NC,2008,     4,166.16, 71.20,  0.00,  0.00,    30,
NC,2008,     5,645.01,854.01,369.65,525.04,    31,0.40031
NC,2008,     6,297.02, 60.69,156.67, 58.16,    30,-0.016813
NC,2008,     7,124.70, 56.88, 49.39, 26.35,    31,0.97542
NC,2008,     8, 24.36, 12.24,  7.61,  5.98,    31,0.96725
NC,2008,     9,  1.89,  2.09,  0.17,  0.36,    30,0.75386
NC,2009,    10,  0.00,  0.00,  0.00,  0.00,    31,
NC,2009,    11,  0.00,  0.00,  0.00,  0.00,    30,
NC,2009,    12,  0.00,  0.00,  0.00,  0.00,    31,
NC,2009,     1, 12.63, 13.08,  0.00,  0.00,    31,
NC,2009,     2,  8.87,  5.82,  0.00,  0.00,    28,
NC,2009,     3, 17.86, 49.17,  0.00,  0.00,    31,
NC,2009,     4,171.72, 68.65,  0.00,  0.00,    30,
NC,2009,     5,634.48,859.37,365.00,527.74,    31,0.40733
NC,2009,     6,302.23, 60.97,157.93, 57.43,    30,-0.065488
NC,2009,     7,130.56, 57.53, 52.32, 27.44,    31,0.97497
NC,2009,     8, 25.55, 12.19,  8.06,  6.00,    31,0.96919
NC,2009,     9,  2.09,  2.19,  0.21,  0.40,    30,0.78489
NC,2010,    10,  0.00,  0.00,  0.00,  0.00,    31,
NC,2010,    11,  0.00,  0.00,  0.00,  0.00,    30,
NC,2010,    12,  0.00,  0.00,  0.00,  0.00,    31,
NC,2010,     1, 12.63, 13.08,  0.00,  0.00,    31,
NC,2010,     2,  8.87,  5.82,  0.00,  0.00,    28,
NC,2010,     3, 17.86, 49.17,  0.00,  0.00,    31,
NC,2010,     4,171.72, 68.65,  0.00,  0.00,    30,
NC,2010,     5,634.48,859.37,365.00,527.74,    31,0.40733
NC,2010,     6,302.23, 60.97,157.93, 57.43,    30,-0.065488
NC,2010,     7,130.56, 57.53, 52.32, 27.44,    31,0.97497
NC,2010,     8, 25.55, 12.19,  8.06,  6.00,    31,0.96919
NC,2010,     9,  2.09,  2.19,  0.21,  0.40,    30,0.78489
NC,2011,    10,  0.00,  0.00,  0.00,  0.00,    31,
NC,2011,    11,  0.00,  0.00,  0.00,  0.00,    30,
NC,2011,    12,  0.00,  0.00,  0.00,  0.00,    31,
NC,2011,     1, 12.63, 13.08,  0.00,  0.00,    31,
NC,2011,     2,  8.87,  5.82,  0.00,  0.00,    28,
NC,2011,     3, 17.86, 49.17,  0.00,  0.00,    31,
NC,2011,     4,171.72, 68.65,  0.00,  0.00,    30,
NC,2011,     5,634.48,859.37,365.00,527.74,    31,0.40733
NC,2011,     6,302.23, 60.97,157.93, 57.43,    30,-0.065488
NC,2011,     7,130.56, 57.53, 52.32, 27.44,    31,0.97497
NC,2011,     8, 25.55, 12.19,  8.06,  6.00,    31,0.96919
NC,2011,     9,  2.09,  2.19,  0.21,  0.40,    30,0.78489
NC,2012,     1, 12.63, 13.08,  0.00,  0.00,    31,
NC,2012,     2,  8.76,  5.74,  0.00,  0.00,    29,
NC,2012,     3, 24.80, 61.17,  0.00,  0.00,    31,
NC,2012,     4,166.16, 71.20,  0.00,  0.00,    30,
NC,2012,     5,645.01,854.01,369.65,525.04,    31,0.40031
NC,2012,     6,352.74, 17.05,128.67,  9.50,     3,0.98909
RR,1993,    10,  1.54,  0.25,  3.17,  0.23,    31,0.57409
RR,1993,    11,  1.41,  0.14,  2.94,  0.16,    30,0.52316
RR,1993,    12,  1.80,  0.09,  2.99,  0.25,    31,0.25742
RR,1993,     1, 10.89,  8.63,  2.91,  0.25,    31,0.03174
RR,1993,     2,  8.90,  2.50,  2.70,  0.25,    28,0.36394
RR,1993,     3, 15.22, 29.10,  4.89,  9.27,    31,0.99874
RR,1993,     4,136.05, 81.10, 31.63, 17.70,    30,0.15661
RR,1993,     5,475.37,674.10,344.06,459.86,    31,0.58143
RR,1993,     6,258.02, 55.65,158.67, 63.83,    30,0.17194
RR,1993,     7,105.42, 41.33, 52.71, 23.10,    31,0.99053
RR,1993,     8, 24.83, 11.50, 15.87,  3.80,    31,0.96467
RR,1993,     9,  5.84,  2.66,  5.91,  1.62,    30,0.91268
RR,1994,    10,  1.54,  0.25,  3.17,  0.23,    31,0.57409
RR,1994,    11,  1.41,  0.14,  2.94,  0.16,    30,0.52316
RR,1994,    12,  1.80,  0.09,  2.99,  0.25,    31,0.25742
RR,1994,     1, 10.89,  8.63,  2.91,  0.25,    31,0.03174
RR,1994,     2,  8.90,  2.50,  2.70,  0.25,    28,0.36394
RR,1994,     3, 15.22, 29.10,  4.89,  9.27,    31,0.99874
RR,1994,     4,136.05, 81.10, 31.63, 17.70,    30,0.15661
RR,1994,     5,475.37,674.10,344.06,459.86,    31,0.58143
RR,1994,     6,258.02, 55.65,158.67, 63.83,    30,0.17194
RR,1994,     7,105.42, 41.33, 52.71, 23.10,    31,0.99053
RR,1994,     8, 24.83, 11.50, 15.87,  3.80,    31,0.96467
RR,1994,     9,  5.84,  2.66,  5.91,  1.62,    30,0.91268
RR,1995,    10,  1.54,  0.25,  3.17,  0.23,    31,0.57409
RR,1995,    11,  1.41,  0.14,  2.94,  0.16,    30,0.52316
RR,1995,    12,  1.80,  0.09,  2.99,  0.25,    31,0.25742
RR,1995,     1, 10.89,  8.63,  2.91,  0.25,    31,0.03174
RR,1995,     2,  8.90,  2.50,  2.70,  0.25,    28,0.36394
RR,1995,     3, 15.22, 29.10,  4.89,  9.27,    31,0.99874
RR,1995,     4,136.05, 81.10, 31.63, 17.70,    30,0.15661
RR,1995,     5,475.37,674.10,344.06,459.86,    31,0.58143
RR,1995,     6,258.02, 55.65,158.67, 63.83,    30,0.17194
RR,1995,     7,105.42, 41.33, 52.71, 23.10,    31,0.99053
RR,1995,     8, 24.83, 11.50, 15.87,  3.80,    31,0.96467
RR,1995,     9,  5.84,  2.66,  5.91,  1.62,    30,0.91268
RR,1996,    10,  1.52,  0.24,  3.16,  0.21,    31,0.51703
RR,1996,    11,  1.42,  0.16,  2.93,  0.16,    30,0.33813
RR,1996,    12,  1.79,  0.10,  3.00,  0.25,    31,0.26146
RR,1996,     1, 10.89,  8.63,  2.91,  0.25,    31,0.03174
RR,1996,     2,  8.84,  2.48,  2.68,  0.26,    29,0.38396
RR,1996,     3, 19.38, 36.22,  5.46,  9.64,    31,0.93636
RR,1996,     4,133.11, 82.70, 31.53, 17.77,    30,0.18305
RR,1996,     5,481.91,670.79,347.84,457.56,    31,0.5771
RR,1996,     6,256.40, 56.58,157.63, 64.49,    30,0.19474
RR,1996,     7,100.31, 38.75, 50.10, 21.77,    31,0.98918
RR,1996,     8, 23.80, 11.24, 15.48,  3.77,    31,0.96105
RR,1996,     9,  5.53,  2.54,  5.70,  1.49,    30,0.90418
RR,1997,    10,  1.54,  0.25,  3.17,  0.23,    31,0.57409
RR,1997,    11,  1.41,  0.14,  2.94,  0.16,    30,0.52316
RR,1997,    12,  1.80,  0.09,  2.99,  0.25,    31,0.25742
RR,1997,     1, 10.89,  8.63,  2.91,  0.25,    31,0.03174
RR,1997,     2,  8.90,  2.50,  2.70,  0.25,    28,0.36394
RR,1997,     3, 15.22, 29.10,  4.89,  9.27,    31,0.99874
RR,1997,     4,136.05, 81.10, 31.63, 17.70,    30,0.15661
RR,1997,     5,475.37,674.10,344.06,459.86,    31,0.58143
RR,1997,     6,258.02, 55.65,158.67, 63.83,    30,0.17194
RR,1997,     7,105.42, 41.33, 52.71, 23.10,    31,0.99053
RR,1997,     8, 24.83, 11.50, 15.87,  3.80,    31,0.96467
RR,1997,     9,  5.84,  2.66,  5.91,  1.62,    30,0.91268
RR,1998,    10,  1.54,  0.25,  3.17,  0.23,    31,0.57409
RR,1998,    11,  1.41,  0.14,  2.94,  0.16,    30,0.52316
RR,1998,    12,  1.80,  0.09,  2.99,  0.25,    31,0.25742
RR,1998,     1, 10.89,  8.63,  2.91,  0.25,    31,0.03174
RR,1998,     2,  8.90,  2.50,  2.70,  0.25,    28,0.36394
RR,1998,     3, 15.22, 29.10,  4.89,  9.27,    31,0.99874
RR,1998,     4,136.05, 81.10, 31.63, 17.70,    30,0.15661
RR,1998,     5,475.37,674.10,344.06,459.86,    31,0.58143
RR,1998,     6,258.02, 55.65,158.67, 63.83,    30,0.17194
RR,1998,     7,105.42, 41.33, 52.71, 23.10,    31,0.99053
RR,1998,     8, 24.83, 11.50, 15.87,  3.80,    31,0.96467
RR,1998,     9,  5.84,  2.66,  5.91,  1.62,    30,0.91268
RR,1999,    10,  1.54,  0.25,  3.17,  0.23,    31,0.57409
RR,1999,    11,  1.41,  0.14,  2.94,  0.16,    30,0.52316
RR,1999,    12,  1.80,  0.09,  2.99,  0.25,    31,0.25742
RR,1999,     1, 10.89,  8.63,  2.91,  0.25,    31,0.03174
RR,1999,     2,  8.90,  2.50,  2.70,  0.25,    28,0.36394
RR,1999,     3, 15.22, 29.10,  4.89,  9.27,    31,0.99874
RR,1999,     4,136.05, 81.10, 31.63, 17.70,    30,0.15661
RR,1999,     5,475.37,674.10,344.06,459.86,    31,0.58143
RR,1999,     6,258.02, 55.65,158.67, 63.83,    30,0.17194
RR,1999,     7,105.42, 41.33, 52.71, 23.10,    31,0.99053
RR,1999,     8, 24.83, 11.50, 15.87,  3.80,    31,0.96467
RR,1999,     9,  5.84,  2.66,  5.91,  1.62,    30,0.91268
RR,2000,    10,  1.52,  0.24,  3.16,  0.21,    31,0.51703
RR,2000,    11,  1.42,  0.16,  2.93,  0.16,    30,0.33813
RR,2000,    12,  1.79,  0.10,  3.00,  0.25,    31,0.26146
RR,2000,     1, 10.89,  8.63,  2.91,  0.25,    31,0.03174
RR,2000,     2,  8.84,  2.48,  2.68,  0.26,    29,0.38396
RR,2000,     3, 19.38, 36.22,  5.46,  9.64,    31,0.93636
RR,2000,     4,133.11, 82.70, 31.53, 17.77,    30,0.18305
RR,2000,     5,481.91,670.79,347.84,457.56,    31,0.5771
RR,2000,     6,256.40, 56.58,157.63, 64.49,    30,0.19474
RR,2000,     7,100.31, 38.75, 50.10, 21.77,    31,0.98918
RR,2000,     8, 23.80, 11.24, 15.48,  3.77,    31,0.96105
RR,2000,     9,  5.53,  2.54,  5.70,  1.49,    30,0.90418
RR,2001,    10,  1.54,  0.25,  3.17,  0.23,    31,0.57409
RR,2001,    11,  1.41,  0.14,  2.94,  0.16,    30,0.52316
RR,2001,    12,  1.80,  0.09,  2.99,  0.25,    31,0.25742
RR,2001,     1, 10.89,  8.63,  2.91,  0.25,    31,0.03174
RR,2001,     2,  8.90,  2.50,  2.70,  0.25,    28,0.36394
RR,2001,     3, 15.22, 29.10,  4.89,  9.27,    31,0.99874
RR,2001,     4,136.05, 81.10, 31.63, 17.70,    30,0.15661
RR,2001,     5,475.37,674.10,344.06,459.86,    31,0.58143
RR,2001,     6,258.02, 55.65,158.67, 63.83,    30,0.17194
RR,2001,     7,105.42, 41.33, 52.71, 23.10,    31,0.99053
RR,2001,     8, 24.83, 11.50, 15.87,  3.80,    31,0.96467
RR,2001,     9,  5.84,  2.66,  5.91,  1.62,    30,0.91268
RR,2002,    10,  1.54,  0.25,  3.17,  0.23,    31,0.57409
RR,2002,    11,  1.41,  0.14,  2.94,  0.16,    30,0.52316
RR,2002,    12,  1.80,  0.09,  2.99,  0.25,    31,0.25742
RR,2002,     1, 10.89,  8.63,  2.91,  0.25,    31,0.03174
RR,2002,     2,  8.90,  2.50,  2.70,  0.25,    28,0.36394
RR,2002,     3, 15.22, 29.10,  4.89,  9.27,    31,0.99874
RR,2002,     4,136.05, 81.10, 31.63, 17.70,    30,0.15661
RR,2002,     5,475.37,674.10,344.06,459.86,    31,0.58143
RR,2002,     6,258.02, 55.65,158.67, 63.83,    30,0.17194
RR,2002,     7,105.42, 41.33, 52.71, 23.10,    31,0.99053
RR,2002,     8, 24.83, 11.50, 15.87,  3.80,    31,0.96467
RR,2002,     9,  5.84,  2.66,  5.91,  1.62,    30,0.91268
RR,2003,    10,  1.54,  0.25,  3.17,  0.23,    31,0.57409
RR,2003,    11,  1.41,  0.14,  2.94,  0.16,    30,0.52316
RR,2003,    12,  1.80,  0.09,  2.99,  0.25,    31,0.25742
RR,2003,     1, 10.89,  8.63,  2.91,  0.25,    31,0.03174
RR,2003,     2,  8.90,  2.50,  2.70,  0.25,    28,0.36394
RR,2003,     3, 15.22, 29.10,  4.89,  9.27,    31,0.99874
RR,2003,     4,136.05, 81.10, 31.63, 17.70,    30,0.15661
RR,2003,     5,475.37,674.10,344.06,459.86,    31,0.58143
RR,2003,     6,258.02, 55.65,158.67, 63.83,    30,0.17194
RR,2003,     7,105.42, 41.33, 52.71, 23.10,    31,0.99053
RR,2003,     8, 24.83, 11.50, 15.87,  3.80,    31,0.96467
RR,2003,     9,  5.84,  2.66,  5.91,  1.62,    30,0.91268
RR,2004,    10,  1.52,  0.24,  3.16,  0.21,    31,0.51703
RR,2004,    11,  1.42,  0.16,  2.93,  0.16,    30,0.33813
RR,2004,    12,  1.79,  0.10,  3.00,  0.25,    31,0.26146
RR,2004,     1, 10.89,  8.63,  2.91,  0.25,    31,0.03174
RR,2004,     2,  8.84,  2.48,  2.68,  0.26,    29,0.38396
RR,2004,     3, 19.38, 36.22,  5.46,  9.64,    31,0.93636
RR,2004,     4,133.11, 82.70, 31.53, 17.77,    30,0.18305
RR,2004,     5,481.91,670.79,347.84,457.56,    31,0.5771
RR,2004,     6,256.40, 56.58,157.63, 64.49,    30,0.19474
RR,2004,     7,100.31, 38.75, 50.10, 21.77,    31,0.98918
RR,2004,     8, 23.80, 11.24, 15.48,  3.77,    31,0.96105
RR,2004,     9,  5.53,  2.54,  5.70,  1.49,    30,0.90418
RR,2005,    10,  1.54,  0.25,  3.17,  0.23,    31,0.57409
RR,2005,    11,  1.41,  0.14,  2.94,  0.16,    30,0.52316
RR,2005,    12,  1.80,  0.09,  2.99,  0.25,    31,0.25742
RR,2005,     1, 10.89,  8.63,  2.91,  0.25,    31,0.03174
RR,2005,     2,  8.90,  2.50,  2.70,  0.25,    28,0.36394
RR,2005,     3, 15.22, 29.10,  4.89,  9.27,    31,0.99874
RR,2005,     4,136.05, 81.10, 31.63, 17.70,    30,0.15661
RR,2005,     5,475.37,674.10,344.06,459.86,    31,0.58143
RR,2005,     6,258.02, 55.65,158.67, 63.83,    30,0.17194
RR,2005,     7,105.42, 41.33, 52.71, 23.10,    31,0.99053
RR,2005,     8, 24.83, 11.50, 15.87,  3.80,    31,0.96467
RR,2005,     9,  5.84,  2.66,  5.91,  1.62,    30,0.91268
